answer_key_id,true_mistakes,prompt_type,ai_estimated_mistakes
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,13
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,13
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,12
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,12
111010010110111 ,15,neutral,12
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,12
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,11
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,12
111010010110111 ,15,very_pessimistic,15
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,15
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,15
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,13
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,12
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,12
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,13
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,12
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,not found
111010010110111 ,15,pessimistic,13
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,11
111010010110111 ,15,pessimistic,13
111010010110111 ,15,neutral,15
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,13
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,12
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,12
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,12
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,13
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,13
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,10
111010010110111 ,15,pessimistic,12
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,10
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,13
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,13
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,13
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,9
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,13
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,13
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,13
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,not found
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,12
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,13
111010010110111 ,15,very_pessimistic,11
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,13
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,13
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,12
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,12
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,13
111010010110111 ,15,pessimistic,13
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,9
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,11
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,not found
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,9
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,not found
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,9
111010010110111 ,15,neutral,12
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,13
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,10
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,13
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,not found
111010010110111 ,15,neutral,not found
111010010110111 ,15,confident,14
111010010110111 ,15,very_confident,14
111010010110111 ,15,very_pessimistic,14
111010010110111 ,15,pessimistic,14
111010010110111 ,15,neutral,14
111010010110111 ,15,confident,11
111010010110111 ,15,very_confident,not found
111010010110110 ,14,very_pessimistic,not found
111010010110110 ,14,pessimistic,12
111010010110110 ,14,neutral,12
111010010110110 ,14,confident,not found
111010010110110 ,14,very_confident,11
011010010110111 ,14,very_pessimistic,12
011010010110111 ,14,pessimistic,12
011010010110111 ,14,neutral,not found
011010010110111 ,14,confident,10
011010010110111 ,14,very_confident,not found
111110010110111 ,14,very_pessimistic,12
111110010110111 ,14,pessimistic,12
111110010110111 ,14,neutral,12
111110010110111 ,14,confident,12
111110010110111 ,14,very_confident,12
011010010110111 ,14,very_pessimistic,12
011010010110111 ,14,pessimistic,not found
011010010110111 ,14,neutral,12
011010010110111 ,14,confident,12
011010010110111 ,14,very_confident,12
111010110110111 ,14,very_pessimistic,10
111010110110111 ,14,pessimistic,12
111010110110111 ,14,neutral,12
111010110110111 ,14,confident,11
111010110110111 ,14,very_confident,not found
110010010110111 ,14,very_pessimistic,12
110010010110111 ,14,pessimistic,12
110010010110111 ,14,neutral,12
110010010110111 ,14,confident,not found
110010010110111 ,14,very_confident,not found
111010010100111 ,14,very_pessimistic,12
111010010100111 ,14,pessimistic,not found
111010010100111 ,14,neutral,12
111010010100111 ,14,confident,not found
111010010100111 ,14,very_confident,11
111000010110111 ,14,very_pessimistic,12
111000010110111 ,14,pessimistic,12
111000010110111 ,14,neutral,not found
111000010110111 ,14,confident,11
111000010110111 ,14,very_confident,not found
111010000110111 ,14,very_pessimistic,11
111010000110111 ,14,pessimistic,not found
111010000110111 ,14,neutral,12
111010000110111 ,14,confident,12
111010000110111 ,14,very_confident,12
110010010110111 ,14,very_pessimistic,12
110010010110111 ,14,pessimistic,11
110010010110111 ,14,neutral,not found
110010010110111 ,14,confident,12
110010010110111 ,14,very_confident,12
111010010110011 ,14,very_pessimistic,10
111010010110011 ,14,pessimistic,12
111010010110011 ,14,neutral,12
111010010110011 ,14,confident,12
111010010110011 ,14,very_confident,12
111010110110111 ,14,very_pessimistic,12
111010110110111 ,14,pessimistic,12
111010110110111 ,14,neutral,12
111010110110111 ,14,confident,not found
111010110110111 ,14,very_confident,12
111010010010111 ,14,very_pessimistic,not found
111010010010111 ,14,pessimistic,12
111010010010111 ,14,neutral,12
111010010010111 ,14,confident,12
111010010010111 ,14,very_confident,12
111010010110110 ,14,very_pessimistic,12
111010010110110 ,14,pessimistic,12
111010010110110 ,14,neutral,not found
111010010110110 ,14,confident,12
111010010110110 ,14,very_confident,12
101010010110111 ,14,very_pessimistic,12
101010010110111 ,14,pessimistic,not found
101010010110111 ,14,neutral,12
101010010110111 ,14,confident,not found
101010010110111 ,14,very_confident,not found
111011010110111 ,14,very_pessimistic,not found
111011010110111 ,14,pessimistic,12
111011010110111 ,14,neutral,11
111011010110111 ,14,confident,12
111011010110111 ,14,very_confident,12
111000010110111 ,14,very_pessimistic,12
111000010110111 ,14,pessimistic,12
111000010110111 ,14,neutral,12
111000010110111 ,14,confident,12
111000010110111 ,14,very_confident,12
111010010010111 ,14,very_pessimistic,12
